Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1288,2021-10-16,2021-10-18,East,Technology,Storage,3647.02,1,0.24,-510.58
ORD-1289,2021-10-17,2021-10-19,South,Technology,Tables,1558.52,6,0.2,-155.85
ORD-1290,2021-10-18,2021-10-20,East,Office Supplies,Storage,4155.5,6,0.2,-415.55
ORD-1291,2021-10-19,2021-10-21,Central,Office Supplies,Chairs,1443.53,5,0.28,-259.84
ORD-1292,2021-10-20,2021-10-22,East,Furniture,Binders,4370.13,5,0.09,43.7
ORD-1293,2021-10-21,2021-10-23,West,Office Supplies,Tables,607.27,1,0.0,60.73
ORD-1294,2021-10-22,2021-10-24,West,Office Supplies,Phones,3533.25,5,0.08,70.67
ORD-1295,2021-10-23,2021-10-25,South,Technology,Tables,2726.46,2,0.07,81.79
ORD-1296,2021-10-24,2021-10-26,West,Office Supplies,Phones,527.85,7,0.2,-52.78
ORD-1297,2021-10-25,2021-10-27,Central,Furniture,Tables,1247.37,3,0.19,-112.26
ORD-1298,2021-10-26,2021-10-28,East,Office Supplies,Storage,111.4,4,0.18,-8.91
ORD-1299,2021-10-27,2021-10-29,South,Technology,Storage,2370.4,3,0.0,237.04
ORD-1300,2021-10-28,2021-10-30,East,Technology,Storage,1541.26,3,0.22,-184.95
ORD-1301,2021-10-29,2021-10-31,East,Office Supplies,Chairs,3011.87,4,0.1,0.0
ORD-1302,2021-10-30,2021-11-01,Central,Technology,Phones,1521.33,5,0.2,-152.13
ORD-1303,2021-10-31,2021-11-02,West,Furniture,Storage,1534.6,1,0.17,-107.42
ORD-1304,2021-11-01,2021-11-03,West,Furniture,Chairs,3728.81,4,0.1,0.0
ORD-1305,2021-11-02,2021-11-04,East,Office Supplies,Phones,288.31,8,0.04,17.3
ORD-1306,2021-11-03,2021-11-05,South,Office Supplies,Tables,4519.33,7,0.03,316.35
ORD-1307,2021-11-04,2021-11-06,West,Office Supplies,Chairs,4268.71,9,0.25,-640.31
ORD-1308,2021-11-05,2021-11-07,South,Technology,Binders,3355.63,5,0.28,-604.01
ORD-1309,2021-11-06,2021-11-08,West,Furniture,Chairs,2986.45,4,0.19,-268.78
ORD-1310,2021-11-07,2021-11-09,South,Furniture,Chairs,4466.9,8,0.03,312.68
ORD-1311,2021-11-08,2021-11-10,Central,Technology,Phones,967.38,9,0.12,-19.35
ORD-1312,2021-11-09,2021-11-11,South,Furniture,Tables,440.9,7,0.22,-52.91
ORD-1313,2021-11-10,2021-11-12,Central,Office Supplies,Binders,1235.58,7,0.23,-160.63
ORD-1314,2021-11-11,2021-11-13,Central,Office Supplies,Storage,3983.16,5,0.04,238.99
ORD-1315,2021-11-12,2021-11-14,South,Office Supplies,Storage,221.62,4,0.0,22.16
ORD-1316,2021-11-13,2021-11-15,Central,Furniture,Chairs,2934.89,1,0.21,-322.84
ORD-1317,2021-11-14,2021-11-16,East,Office Supplies,Phones,4977.42,7,0.11,-49.77
ORD-1318,2021-11-15,2021-11-17,Central,Technology,Phones,4285.7,1,0.08,85.71
ORD-1319,2021-11-16,2021-11-18,West,Technology,Storage,2631.16,1,0.0,263.12
ORD-1320,2021-11-17,2021-11-19,South,Furniture,Binders,365.02,5,0.16,-21.9
ORD-1321,2021-11-18,2021-11-20,East,Technology,Tables,4165.3,9,0.26,-666.45
ORD-1322,2021-11-19,2021-11-21,South,Technology,Binders,3014.94,6,0.29,-572.84
ORD-1323,2021-11-20,2021-11-22,West,Furniture,Tables,618.92,3,0.17,-43.32
ORD-1324,2021-11-21,2021-11-23,West,Office Supplies,Storage,514.59,3,0.15,-25.73
ORD-1325,2021-11-22,2021-11-24,West,Office Supplies,Tables,4552.65,7,0.03,318.69
ORD-1326,2021-11-23,2021-11-25,Central,Office Supplies,Phones,3362.54,6,0.16,-201.75
ORD-1327,2021-11-24,2021-11-26,Central,Furniture,Chairs,4154.97,9,0.11,-41.55
ORD-1328,2021-11-25,2021-11-27,South,Technology,Chairs,4400.95,6,0.18,-352.08
ORD-1329,2021-11-26,2021-11-28,South,Office Supplies,Storage,2880.27,5,0.12,-57.61
ORD-1330,2021-11-27,2021-11-29,East,Office Supplies,Phones,2611.36,7,0.07,78.34
ORD-1331,2021-11-28,2021-11-30,East,Furniture,Binders,2180.62,1,0.03,152.64
ORD-1332,2021-11-29,2021-12-01,South,Office Supplies,Phones,1618.89,7,0.09,16.19
ORD-1333,2021-11-30,2021-12-02,Central,Furniture,Chairs,2201.25,3,0.03,154.09
ORD-1334,2021-12-01,2021-12-03,West,Technology,Chairs,3880.7,9,0.05,194.04
ORD-1335,2021-12-02,2021-12-04,South,Furniture,Phones,3029.52,6,0.3,-605.9
ORD-1336,2021-12-03,2021-12-05,East,Furniture,Phones,4467.99,9,0.13,-134.04
ORD-1337,2021-12-04,2021-12-06,Central,Furniture,Chairs,2244.73,5,0.16,-134.68
ORD-1338,2021-12-05,2021-12-07,South,Furniture,Binders,3055.09,7,0.26,-488.81
ORD-1339,2021-12-06,2021-12-08,South,Technology,Storage,3174.97,4,0.3,-634.99
ORD-1340,2021-12-07,2021-12-09,Central,Technology,Storage,2978.9,7,0.17,-208.52
ORD-1341,2021-12-08,2021-12-10,South,Office Supplies,Phones,3528.04,1,0.24,-493.93
ORD-1342,2021-12-09,2021-12-11,Central,Technology,Storage,1225.3,7,0.1,0.0
ORD-1343,2021-12-10,2021-12-12,West,Technology,Chairs,2586.2,8,0.09,25.86
ORD-1344,2021-12-11,2021-12-13,Central,Office Supplies,Chairs,565.91,5,0.12,-11.32
ORD-1345,2021-12-12,2021-12-14,Central,Technology,Phones,1953.33,2,0.2,-195.33
ORD-1346,2021-12-13,2021-12-15,Central,Furniture,Phones,2463.95,5,0.2,-246.4
ORD-1347,2021-12-14,2021-12-16,South,Furniture,Phones,3278.51,6,0.09,32.79
ORD-1348,2021-12-15,2021-12-17,South,Office Supplies,Binders,4755.13,2,0.04,285.31
ORD-1349,2021-12-16,2021-12-18,Central,Office Supplies,Storage,3023.22,6,0.19,-272.09
ORD-1350,2021-12-17,2021-12-19,South,Office Supplies,Phones,3730.79,6,0.04,223.85
ORD-1351,2021-12-18,2021-12-20,East,Furniture,Tables,2556.02,1,0.17,-178.92
ORD-1352,2021-12-19,2021-12-21,East,Technology,Tables,3188.81,1,0.21,-350.77
ORD-1353,2021-12-20,2021-12-22,South,Furniture,Chairs,401.11,3,0.21,-44.12
ORD-1354,2021-12-21,2021-12-23,South,Office Supplies,Storage,1309.24,3,0.23,-170.2
ORD-1355,2021-12-22,2021-12-24,Central,Technology,Phones,1841.17,4,0.26,-294.59
ORD-1356,2021-12-23,2021-12-25,West,Technology,Tables,2388.84,2,0.15,-119.44
ORD-1357,2021-12-24,2021-12-26,South,Furniture,Storage,275.96,9,0.22,-33.12
ORD-1358,2021-12-25,2021-12-27,East,Office Supplies,Chairs,743.12,7,0.19,-66.88
ORD-1359,2021-12-26,2021-12-28,Central,Furniture,Binders,1420.23,7,0.06,56.81
ORD-1360,2021-12-27,2021-12-29,South,Technology,Storage,4859.09,6,0.01,437.32
ORD-1361,2021-12-28,2021-12-30,East,Furniture,Storage,1690.17,3,0.09,16.9
ORD-1362,2021-12-29,2021-12-31,East,Furniture,Binders,2436.1,6,0.13,-73.08
ORD-1363,2021-12-30,2022-01-01,West,Office Supplies,Storage,1020.68,8,0.19,-91.86
ORD-1364,2021-12-31,2022-01-02,Central,Office Supplies,Chairs,3073.36,8,0.25,-461.0
ORD-1365,2022-01-01,2022-01-03,Central,Technology,Chairs,1439.38,9,0.06,57.58
ORD-1366,2022-01-02,2022-01-04,West,Furniture,Binders,1074.61,1,0.04,64.48
ORD-1367,2022-01-03,2022-01-05,West,Furniture,Phones,2607.03,1,0.29,-495.34
ORD-1368,2022-01-04,2022-01-06,Central,Furniture,Tables,77.25,3,0.03,5.41
ORD-1369,2022-01-05,2022-01-07,Central,Technology,Phones,87.94,3,0.14,-3.52
ORD-1370,2022-01-06,2022-01-08,South,Technology,Storage,1134.39,8,0.18,-90.75
ORD-1371,2022-01-07,2022-01-09,South,Office Supplies,Tables,231.77,1,0.16,-13.91
ORD-1372,2022-01-08,2022-01-10,West,Office Supplies,Binders,584.73,2,0.03,40.93
ORD-1373,2022-01-09,2022-01-11,South,Office Supplies,Binders,1727.36,2,0.02,138.19
ORD-1374,2022-01-10,2022-01-12,East,Furniture,Tables,4022.8,3,0.03,281.6
ORD-1375,2022-01-11,2022-01-13,South,Furniture,Chairs,2881.64,6,0.18,-230.53
ORD-1376,2022-01-12,2022-01-14,South,Office Supplies,Tables,2587.71,1,0.16,-155.26
ORD-1377,2022-01-13,2022-01-15,East,Furniture,Storage,1502.77,2,0.07,45.08
ORD-1378,2022-01-14,2022-01-16,West,Office Supplies,Chairs,4662.18,1,0.19,-419.6
ORD-1379,2022-01-15,2022-01-17,East,Technology,Binders,2015.22,5,0.25,-302.28
ORD-1380,2022-01-16,2022-01-18,South,Office Supplies,Tables,481.11,7,0.01,43.3
ORD-1381,2022-01-17,2022-01-19,West,Technology,Phones,3104.48,8,0.15,-155.22
ORD-1382,2022-01-18,2022-01-20,South,Furniture,Phones,613.5,1,0.21,-67.48
ORD-1383,2022-01-19,2022-01-21,East,Office Supplies,Storage,1758.85,7,0.08,35.18
ORD-1384,2022-01-20,2022-01-22,East,Furniture,Phones,2561.69,5,0.09,25.62
ORD-1385,2022-01-21,2022-01-23,South,Technology,Tables,4377.4,1,0.18,-350.19
ORD-1386,2022-01-22,2022-01-24,Central,Technology,Tables,2493.06,3,0.27,-423.82
ORD-1387,2022-01-23,2022-01-25,Central,Technology,Phones,3526.18,7,0.24,-493.67
ORD-1388,2022-01-24,2022-01-26,East,Furniture,Tables,4964.44,1,0.17,-347.51
ORD-1389,2022-01-25,2022-01-27,East,Furniture,Storage,700.87,7,0.22,-84.1
ORD-1390,2022-01-26,2022-01-28,Central,Furniture,Chairs,1409.92,5,0.11,-14.1
ORD-1391,2022-01-27,2022-01-29,Central,Furniture,Storage,2003.15,1,0.19,-180.28
ORD-1392,2022-01-28,2022-01-30,South,Technology,Storage,2138.05,1,0.14,-85.52
ORD-1393,2022-01-29,2022-01-31,South,Technology,Tables,2084.55,1,0.06,83.38
ORD-1394,2022-01-30,2022-02-01,Central,Office Supplies,Chairs,4542.67,9,0.21,-499.69
ORD-1395,2022-01-31,2022-02-02,South,Office Supplies,Tables,3584.46,3,0.17,-250.91
ORD-1396,2022-02-01,2022-02-03,South,Furniture,Binders,3059.13,5,0.11,-30.59
ORD-1397,2022-02-02,2022-02-04,West,Technology,Tables,1581.39,9,0.27,-268.84
ORD-1398,2022-02-03,2022-02-05,South,Technology,Tables,4127.76,6,0.01,371.5
ORD-1399,2022-02-04,2022-02-06,East,Technology,Tables,4777.55,9,0.09,47.78
ORD-1400,2022-02-05,2022-02-07,South,Office Supplies,Chairs,4114.93,8,0.02,329.19
ORD-1401,2022-02-06,2022-02-08,South,Office Supplies,Tables,57.75,8,0.23,-7.51
ORD-1402,2022-02-07,2022-02-09,Central,Technology,Chairs,3200.19,1,0.21,-352.02
ORD-1403,2022-02-08,2022-02-10,East,Technology,Phones,303.12,9,0.1,0.0
ORD-1404,2022-02-09,2022-02-11,South,Technology,Binders,1325.16,6,0.2,-132.52
ORD-1405,2022-02-10,2022-02-12,South,Office Supplies,Chairs,344.65,9,0.12,-6.89
ORD-1406,2022-02-11,2022-02-13,West,Technology,Phones,3038.79,3,0.23,-395.04
ORD-1407,2022-02-12,2022-02-14,South,Technology,Chairs,3448.62,3,0.14,-137.94
ORD-1408,2022-02-13,2022-02-15,South,Furniture,Chairs,616.71,6,0.12,-12.33
ORD-1409,2022-02-14,2022-02-16,West,Furniture,Binders,1950.0,9,0.28,-351.0
ORD-1410,2022-02-15,2022-02-17,Central,Office Supplies,Storage,2308.37,7,0.08,46.17
ORD-1411,2022-02-16,2022-02-18,South,Technology,Storage,1876.81,3,0.04,112.61
ORD-1412,2022-02-17,2022-02-19,West,Technology,Chairs,649.07,3,0.18,-51.93
ORD-1413,2022-02-18,2022-02-20,East,Furniture,Tables,2123.79,2,0.29,-403.52
ORD-1414,2022-02-19,2022-02-21,Central,Office Supplies,Phones,3768.33,9,0.11,-37.68
ORD-1415,2022-02-20,2022-02-22,East,Furniture,Tables,401.49,3,0.02,32.12
ORD-1416,2022-02-21,2022-02-23,East,Furniture,Tables,446.89,5,0.1,0.0
ORD-1417,2022-02-22,2022-02-24,West,Furniture,Chairs,1806.12,9,0.15,-90.31
ORD-1418,2022-02-23,2022-02-25,South,Furniture,Chairs,4711.54,8,0.05,235.58
ORD-1419,2022-02-24,2022-02-26,West,Technology,Chairs,3359.43,2,0.2,-335.94
ORD-1420,2022-02-25,2022-02-27,West,Technology,Chairs,3409.42,3,0.3,-681.88
ORD-1421,2022-02-26,2022-02-28,West,Furniture,Storage,1841.5,2,0.14,-73.66
ORD-1422,2022-02-27,2022-03-01,West,Office Supplies,Chairs,2988.62,8,0.11,-29.89
ORD-1423,2022-02-28,2022-03-02,Central,Office Supplies,Storage,100.15,6,0.12,-2.0
ORD-1424,2022-03-01,2022-03-03,South,Office Supplies,Storage,3198.68,6,0.03,223.91
ORD-1425,2022-03-02,2022-03-04,East,Office Supplies,Chairs,4570.77,9,0.26,-731.32
ORD-1426,2022-03-03,2022-03-05,East,Furniture,Binders,3082.24,8,0.12,-61.64
ORD-1427,2022-03-04,2022-03-06,South,Technology,Phones,4374.81,4,0.12,-87.5
ORD-1428,2022-03-05,2022-03-07,East,Office Supplies,Tables,3633.67,4,0.2,-363.37
ORD-1429,2022-03-06,2022-03-08,South,Furniture,Storage,646.76,9,0.13,-19.4
ORD-1430,2022-03-07,2022-03-09,East,Office Supplies,Phones,4517.14,1,0.19,-406.54
ORD-1431,2022-03-08,2022-03-10,West,Office Supplies,Binders,378.9,2,0.02,30.31
ORD-1432,2022-03-09,2022-03-11,East,Furniture,Tables,2693.14,2,0.24,-377.04
ORD-1433,2022-03-10,2022-03-12,South,Technology,Tables,753.58,6,0.28,-135.64
ORD-1434,2022-03-11,2022-03-13,South,Technology,Storage,107.95,4,0.19,-9.72
ORD-1435,2022-03-12,2022-03-14,South,Furniture,Chairs,2139.07,3,0.29,-406.42
ORD-1436,2022-03-13,2022-03-15,South,Technology,Binders,1510.45,3,0.05,75.52
ORD-1437,2022-03-14,2022-03-16,South,Furniture,Storage,2455.7,3,0.14,-98.23
ORD-1438,2022-03-15,2022-03-17,Central,Furniture,Binders,2907.14,6,0.18,-232.57
ORD-1439,2022-03-16,2022-03-18,Central,Furniture,Chairs,266.51,8,0.17,-18.66
ORD-1440,2022-03-17,2022-03-19,East,Technology,Chairs,658.87,7,0.12,-13.18
ORD-1441,2022-03-18,2022-03-20,South,Furniture,Storage,2815.28,4,0.1,0.0
ORD-1442,2022-03-19,2022-03-21,East,Office Supplies,Chairs,1748.68,4,0.04,104.92
ORD-1443,2022-03-20,2022-03-22,South,Technology,Phones,3659.41,2,0.12,-73.19
ORD-1444,2022-03-21,2022-03-23,South,Technology,Tables,3278.84,1,0.05,163.94
ORD-1445,2022-03-22,2022-03-24,Central,Technology,Storage,4235.74,9,0.22,-508.29
ORD-1446,2022-03-23,2022-03-25,Central,Technology,Binders,3477.84,2,0.06,139.11
ORD-1447,2022-03-24,2022-03-26,West,Office Supplies,Phones,2178.16,8,0.02,174.25
ORD-1448,2022-03-25,2022-03-27,Central,Technology,Storage,3381.18,9,0.17,-236.68
ORD-1449,2022-03-26,2022-03-28,West,Technology,Chairs,1413.14,4,0.18,-113.05
ORD-1450,2022-03-27,2022-03-29,West,Furniture,Chairs,1566.25,8,0.26,-250.6
ORD-1451,2022-03-28,2022-03-30,West,Technology,Chairs,3955.48,9,0.17,-276.88
ORD-1452,2022-03-29,2022-03-31,West,Office Supplies,Chairs,2259.78,5,0.1,0.0
ORD-1453,2022-03-30,2022-04-01,West,Office Supplies,Binders,4001.98,7,0.24,-560.28
ORD-1454,2022-03-31,2022-04-02,East,Office Supplies,Phones,4120.99,4,0.16,-247.26
ORD-1455,2022-04-01,2022-04-03,Central,Office Supplies,Tables,4294.93,1,0.02,343.59
ORD-1456,2022-04-02,2022-04-04,West,Technology,Binders,4587.34,3,0.17,-321.11
ORD-1457,2022-04-03,2022-04-05,South,Technology,Binders,2183.38,5,0.27,-371.17
ORD-1458,2022-04-04,2022-04-06,Central,Office Supplies,Tables,1628.39,3,0.12,-32.57
ORD-1459,2022-04-05,2022-04-07,Central,Office Supplies,Tables,2931.88,7,0.09,29.32
ORD-1460,2022-04-06,2022-04-08,West,Technology,Chairs,1887.3,9,0.04,113.24
ORD-1461,2022-04-07,2022-04-09,East,Office Supplies,Binders,3025.32,6,0.05,151.27
ORD-1462,2022-04-08,2022-04-10,West,Furniture,Storage,3542.65,1,0.13,-106.28
ORD-1463,2022-04-09,2022-04-11,East,Office Supplies,Tables,3457.6,7,0.18,-276.61
ORD-1464,2022-04-10,2022-04-12,South,Office Supplies,Tables,1904.04,3,0.02,152.32
ORD-1465,2022-04-11,2022-04-13,Central,Furniture,Phones,875.96,5,0.28,-157.67
ORD-1466,2022-04-12,2022-04-14,South,Furniture,Storage,2181.12,4,0.23,-283.55
ORD-1467,2022-04-13,2022-04-15,East,Technology,Storage,755.84,5,0.18,-60.47
ORD-1468,2022-04-14,2022-04-16,East,Technology,Tables,4455.98,5,0.25,-668.4
ORD-1469,2022-04-15,2022-04-17,South,Furniture,Chairs,1762.09,6,0.02,140.97
ORD-1470,2022-04-16,2022-04-18,East,Furniture,Phones,814.58,6,0.14,-32.58
ORD-1471,2022-04-17,2022-04-19,South,Technology,Storage,175.97,8,0.19,-15.84
ORD-1472,2022-04-18,2022-04-20,Central,Office Supplies,Tables,3246.82,8,0.25,-487.02
ORD-1473,2022-04-19,2022-04-21,South,Furniture,Storage,3202.67,9,0.24,-448.37
ORD-1474,2022-04-20,2022-04-22,Central,Technology,Phones,1735.99,8,0.08,34.72
ORD-1475,2022-04-21,2022-04-23,South,Office Supplies,Phones,404.97,2,0.28,-72.89
ORD-1476,2022-04-22,2022-04-24,East,Furniture,Binders,2077.66,1,0.04,124.66
ORD-1477,2022-04-23,2022-04-25,South,Office Supplies,Tables,1590.53,2,0.26,-254.48
ORD-1478,2022-04-24,2022-04-26,East,Technology,Phones,3401.75,2,0.29,-646.33
ORD-1479,2022-04-25,2022-04-27,South,Furniture,Binders,3048.61,3,0.05,152.43
ORD-1480,2022-04-26,2022-04-28,South,Office Supplies,Binders,1854.74,7,0.22,-222.57
ORD-1481,2022-04-27,2022-04-29,West,Furniture,Storage,1128.57,2,0.01,101.57
ORD-1482,2022-04-28,2022-04-30,East,Office Supplies,Storage,4940.78,1,0.12,-98.82
ORD-1483,2022-04-29,2022-05-01,West,Technology,Binders,2297.31,6,0.15,-114.87
ORD-1484,2022-04-30,2022-05-02,East,Technology,Storage,3456.96,9,0.17,-241.99
ORD-1485,2022-05-01,2022-05-03,West,Furniture,Phones,745.74,3,0.28,-134.23
ORD-1486,2022-05-02,2022-05-04,Central,Office Supplies,Chairs,2453.67,6,0.2,-245.37
ORD-1487,2022-05-03,2022-05-05,South,Furniture,Phones,186.31,3,0.14,-7.45
ORD-1488,2022-05-04,2022-05-06,East,Furniture,Binders,2552.0,1,0.24,-357.28
ORD-1489,2022-05-05,2022-05-07,East,Office Supplies,Binders,4821.89,5,0.29,-916.16
ORD-1490,2022-05-06,2022-05-08,South,Office Supplies,Phones,1951.82,4,0.01,175.66
ORD-1491,2022-05-07,2022-05-09,East,Office Supplies,Storage,243.03,7,0.29,-46.18
ORD-1492,2022-05-08,2022-05-10,East,Technology,Storage,203.23,6,0.03,14.23
ORD-1493,2022-05-09,2022-05-11,West,Furniture,Binders,1970.53,7,0.24,-275.87
ORD-1494,2022-05-10,2022-05-12,East,Furniture,Tables,842.12,5,0.08,16.84
ORD-1495,2022-05-11,2022-05-13,Central,Technology,Storage,165.59,4,0.04,9.94
ORD-1496,2022-05-12,2022-05-14,Central,Office Supplies,Phones,3793.26,7,0.13,-113.8
ORD-1497,2022-05-13,2022-05-15,South,Technology,Storage,2319.69,7,0.19,-208.77
ORD-1498,2022-05-14,2022-05-16,East,Technology,Phones,1481.76,6,0.11,-14.82
ORD-1499,2022-05-15,2022-05-17,South,Technology,Binders,4505.41,8,0.02,360.43
ORD-1500,2022-05-16,2022-05-18,Central,Furniture,Storage,624.89,4,0.18,-49.99
ORD-1501,2022-05-17,2022-05-19,East,Technology,Phones,4781.8,5,0.27,-812.91
ORD-1502,2022-05-18,2022-05-20,East,Furniture,Binders,1604.14,4,0.11,-16.04
ORD-1503,2022-05-19,2022-05-21,South,Furniture,Tables,4447.6,1,0.06,177.9
ORD-1504,2022-05-20,2022-05-22,Central,Furniture,Phones,3034.57,8,0.13,-91.04
ORD-1505,2022-05-21,2022-05-23,East,Office Supplies,Tables,4142.2,1,0.01,372.8
ORD-1506,2022-05-22,2022-05-24,South,Furniture,Tables,4920.87,5,0.25,-738.13
ORD-1507,2022-05-23,2022-05-25,Central,Furniture,Chairs,1477.61,6,0.25,-221.64
ORD-1508,2022-05-24,2022-05-26,South,Office Supplies,Storage,4807.62,6,0.18,-384.61
ORD-1509,2022-05-25,2022-05-27,West,Furniture,Phones,1977.94,5,0.11,-19.78
ORD-1510,2022-05-26,2022-05-28,East,Technology,Tables,1958.28,3,0.24,-274.16
ORD-1511,2022-05-27,2022-05-29,West,Technology,Chairs,1734.92,5,0.17,-121.44
ORD-1512,2022-05-28,2022-05-30,Central,Furniture,Binders,2729.97,8,0.25,-409.5
ORD-1513,2022-05-29,2022-05-31,West,Office Supplies,Phones,813.02,2,0.19,-73.17
ORD-1514,2022-05-30,2022-06-01,West,Technology,Tables,2790.87,6,0.24,-390.72
ORD-1515,2022-05-31,2022-06-02,Central,Office Supplies,Storage,2731.44,9,0.18,-218.52
ORD-1516,2022-06-01,2022-06-03,South,Office Supplies,Chairs,3821.41,8,0.12,-76.43
ORD-1517,2022-06-02,2022-06-04,West,Technology,Tables,4176.57,8,0.29,-793.55
ORD-1518,2022-06-03,2022-06-05,South,Office Supplies,Storage,2230.18,8,0.16,-133.81
ORD-1519,2022-06-04,2022-06-06,West,Technology,Tables,1546.55,7,0.18,-123.72
ORD-1520,2022-06-05,2022-06-07,South,Office Supplies,Phones,1333.71,8,0.07,40.01
ORD-1521,2022-06-06,2022-06-08,Central,Technology,Phones,1013.39,6,0.19,-91.21
ORD-1522,2022-06-07,2022-06-09,West,Furniture,Phones,335.36,2,0.17,-23.48
ORD-1523,2022-06-08,2022-06-10,Central,Technology,Chairs,1745.12,2,0.06,69.8
ORD-1524,2022-06-09,2022-06-11,West,Technology,Phones,1387.73,8,0.02,111.02
ORD-1525,2022-06-10,2022-06-12,Central,Technology,Storage,4833.77,1,0.18,-386.7
ORD-1526,2022-06-11,2022-06-13,Central,Technology,Tables,2810.66,6,0.23,-365.39
ORD-1527,2022-06-12,2022-06-14,West,Office Supplies,Binders,1769.02,6,0.16,-106.14
ORD-1528,2022-06-13,2022-06-15,West,Furniture,Storage,2923.31,4,0.07,87.7
ORD-1529,2022-06-14,2022-06-16,West,Technology,Storage,739.02,3,0.2,-73.9
ORD-1530,2022-06-15,2022-06-17,East,Office Supplies,Phones,2248.02,3,0.02,179.84
ORD-1531,2022-06-16,2022-06-18,South,Furniture,Chairs,3149.86,1,0.13,-94.5
ORD-1532,2022-06-17,2022-06-19,East,Furniture,Tables,2470.04,3,0.05,123.5
ORD-1533,2022-06-18,2022-06-20,East,Furniture,Chairs,2038.81,4,0.06,81.55
ORD-1534,2022-06-19,2022-06-21,Central,Furniture,Tables,4969.55,5,0.06,198.78
ORD-1535,2022-06-20,2022-06-22,West,Technology,Tables,4407.56,3,0.12,-88.15
ORD-1536,2022-06-21,2022-06-23,South,Technology,Chairs,3135.86,6,0.02,250.87
ORD-1537,2022-06-22,2022-06-24,Central,Office Supplies,Storage,2868.42,5,0.12,-57.37
ORD-1538,2022-06-23,2022-06-25,East,Office Supplies,Tables,3122.27,3,0.15,-156.11
ORD-1539,2022-06-24,2022-06-26,West,Office Supplies,Chairs,1046.49,6,0.14,-41.86
ORD-1540,2022-06-25,2022-06-27,Central,Furniture,Tables,2005.93,6,0.11,-20.06
ORD-1541,2022-06-26,2022-06-28,West,Furniture,Binders,245.32,8,0.25,-36.8
ORD-1542,2022-06-27,2022-06-29,Central,Technology,Storage,2403.95,2,0.04,144.24
ORD-1543,2022-06-28,2022-06-30,West,Furniture,Phones,2737.97,1,0.15,-136.9
ORD-1544,2022-06-29,2022-07-01,East,Furniture,Tables,1177.36,4,0.02,94.19
ORD-1545,2022-06-30,2022-07-02,South,Furniture,Binders,4821.94,7,0.02,385.76
ORD-1546,2022-07-01,2022-07-03,East,Office Supplies,Phones,4551.8,3,0.17,-318.63
ORD-1547,2022-07-02,2022-07-04,South,Office Supplies,Phones,3624.61,3,0.17,-253.72
ORD-1548,2022-07-03,2022-07-05,West,Technology,Tables,2690.26,5,0.26,-430.44
ORD-1549,2022-07-04,2022-07-06,Central,Furniture,Chairs,4356.35,5,0.17,-304.94
ORD-1550,2022-07-05,2022-07-07,East,Furniture,Tables,696.73,3,0.29,-132.38
ORD-1551,2022-07-06,2022-07-08,South,Technology,Binders,3963.02,9,0.01,356.67
ORD-1552,2022-07-07,2022-07-09,East,Furniture,Phones,667.86,4,0.03,46.75
ORD-1553,2022-07-08,2022-07-10,South,Furniture,Tables,3981.34,3,0.01,358.32
ORD-1554,2022-07-09,2022-07-11,East,Office Supplies,Chairs,1415.05,2,0.06,56.6
ORD-1555,2022-07-10,2022-07-12,South,Technology,Tables,4391.6,9,0.16,-263.5
ORD-1556,2022-07-11,2022-07-13,South,Technology,Storage,4723.01,4,0.19,-425.07
ORD-1557,2022-07-12,2022-07-14,West,Technology,Chairs,786.54,3,0.01,70.79
ORD-1558,2022-07-13,2022-07-15,South,Technology,Binders,2340.24,7,0.28,-421.24
ORD-1559,2022-07-14,2022-07-16,West,Office Supplies,Phones,4905.89,8,0.25,-735.88
ORD-1560,2022-07-15,2022-07-17,South,Office Supplies,Tables,2442.87,2,0.09,24.43
ORD-1561,2022-07-16,2022-07-18,Central,Furniture,Chairs,4324.56,7,0.02,345.96
ORD-1562,2022-07-17,2022-07-19,Central,Furniture,Storage,2964.22,5,0.05,148.21
ORD-1563,2022-07-18,2022-07-20,Central,Furniture,Chairs,1907.88,5,0.04,114.47
ORD-1564,2022-07-19,2022-07-21,South,Furniture,Storage,1464.63,3,0.04,87.88
ORD-1565,2022-07-20,2022-07-22,West,Office Supplies,Binders,1055.95,5,0.16,-63.36
ORD-1566,2022-07-21,2022-07-23,West,Technology,Phones,3820.9,2,0.07,114.63
ORD-1567,2022-07-22,2022-07-24,South,Office Supplies,Binders,1963.38,4,0.11,-19.63
ORD-1568,2022-07-23,2022-07-25,Central,Furniture,Tables,2580.81,6,0.3,-516.16
ORD-1569,2022-07-24,2022-07-26,Central,Office Supplies,Chairs,2487.01,1,0.21,-273.57
ORD-1570,2022-07-25,2022-07-27,West,Technology,Storage,2907.53,4,0.28,-523.36
ORD-1571,2022-07-26,2022-07-28,Central,Technology,Storage,4334.61,6,0.04,260.08
ORD-1572,2022-07-27,2022-07-29,East,Office Supplies,Chairs,4904.66,9,0.11,-49.05
ORD-1573,2022-07-28,2022-07-30,West,Office Supplies,Chairs,2067.54,2,0.17,-144.73
ORD-1574,2022-07-29,2022-07-31,Central,Office Supplies,Tables,4146.22,7,0.02,331.7
ORD-1575,2022-07-30,2022-08-01,West,Furniture,Binders,3834.41,6,0.0,383.44
ORD-1576,2022-07-31,2022-08-02,East,Office Supplies,Storage,2888.97,2,0.2,-288.9
